Id,SalePrice
1461,125626.7
1462,111745.78
1463,167475.6
1464,169105.53
1465,142218.22
1466,149187.36
1467,154098.84
1468,130221.09
1469,158041.28
1470,122945.05
1471,170049.28
1472,106141.08
1473,108142.39
1474,136500.31
1475,82741.2
1476,251421.11
1477,195986.0
1478,238530.0
1479,218630.53
1480,438379.47
1481,270565.03
1482,155629.16
1483,141805.81
1484,128756.81
1485,114410.59
1486,154182.94
1487,270400.28
1488,204882.9
1489,151439.06
1490,190494.22
1491,159299.05
1492,102813.51
1493,154947.47
1494,233385.11
1495,254077.22
1496,186919.14
1497,152797.58
1498,124807.93
1499,120269.055
1500,131781.45
1501,182069.88
1502,104639.99
1503,226170.55
1504,195800.3
1505,199600.06
1506,208478.88
1507,255048.53
1508,193504.44
1509,142369.34
1510,163046.31
1511,147359.4
1512,191631.62
1513,141597.14
1514,172245.48
1515,205861.88
1516,150528.27
1517,129709.6
1518,164968.19
1519,223250.83
1520,130042.34
1521,139499.06
1522,177435.81
1523,109077.31
1524,102970.16
1525,107639.67
1526,97286.83
1527,101529.164
1528,124433.92
1529,131214.7
1530,183974.25
1531,163877.81
1532,86820.42
1533,134210.97
1534,104036.92
1535,151695.4
1536,113801.75
1537,103981.86
1538,142626.72
1539,168997.16
1540,139886.19
1541,139788.05
1542,148159.94
1543,168982.28
1544,78619.16
1545,95637.79
1546,113337.41
1547,128936.9
1548,127750.234
1549,120496.7
1550,142903.1
1551,121221.95
1552,171731.67
1553,120599.16
1554,98650.4
1555,177053.47
1556,94413.734
1557,119602.09
1558,84554.61
1559,119506.69
1560,156813.31
1561,168750.98
1562,95853.02
1563,107646.47
1564,165789.0
1565,134603.25
1566,203544.14
1567,84601.62
1568,226125.25
1569,135516.94
1570,99969.15
1571,81627.44
1572,143203.52
1573,190127.62
1574,145145.67
1575,211347.7
1576,236204.94
1577,145972.12
1578,127546.05
1579,124049.34
1580,156600.38
1581,115202.78
1582,106471.21
1583,295074.2
1584,197752.69
1585,113863.57
1586,40094.12
1587,77569.875
1588,145696.48
1589,108019.01
1590,112335.125
1591,79224.25
1592,125058.414
1593,95448.06
1594,129466.2
1595,126661.92
1596,204034.58
1597,199858.78
1598,133031.64
1599,133483.34
1600,135716.75
1601,57944.25
1602,119364.38
1603,88443.375
1604,212978.42
1605,194672.88
1606,155771.6
1607,212803.08
1608,164223.42
1609,135037.34
