Id,SalePrice
1461,100739.40691875294
1462,134308.5806987849
1463,160244.8712086482
1464,179804.78035084484
1465,196035.4989018035
1466,172509.7089580209
1467,188383.24542222964
1468,168539.38644506875
1469,198669.79629053548
1470,110028.69419649336
1471,202137.4727311409
1472,95044.22628207877
1473,87064.64268632839
1474,145951.72066071397
1475,107896.95516528608
1476,344086.27049001236
1477,244552.1125934329
1478,312409.6130956607
1479,302005.33386333147
1480,419618.95710350084
1481,274530.22748518176
1482,224271.81008512294
1483,175128.543601159
1484,176438.7045684238
1485,204599.0445066248
1486,206577.318522939
1487,275284.62346744305
1488,238844.8807720826
1489,186444.3271157085
1490,227527.26951108268
1491,214823.8801246034
1492,84926.8290939955
1493,215726.89191562962
1494,287533.2220502286
1495,255617.45535872877
1496,244726.39880926255
1497,163484.56751109287
1498,167119.76524443645
1499,165138.28078209516
1500,156294.28910397785
1501,196167.2734228
1502,154915.1428443268
1503,273570.1895923498
1504,238542.19003640208
1505,219495.33417916344
1506,196446.2801746917
1507,234545.8149463674
1508,207358.76477512997
1509,154192.24867842766
1510,134513.4606967382
1511,152148.09933761228
1512,161690.05569593795
1513,148816.9921746729
1514,131989.97153897025
1515,191325.61556792958
1516,167823.46819521813
1517,153608.7967801178
1518,121968.56987668108
1519,225278.05335470382
1520,130269.42074338393
1521,113655.60355395963
1522,189513.69139407016
1523,88982.09808959765
1524,116996.21387057845
1525,91549.61527856486
1526,76578.26710948069
1527,87964.91678551352
1528,137781.13970512385
1529,137664.4946382707
1530,177858.0725533422
1531,156337.415972027
1532,111426.66328736488
1533,168531.38851086143
1534,150911.84859499615
1535,153051.95703113964
1536,102643.16770996153
1537,59585.84301500395
1538,158133.29995231237
1539,238076.06516440352
1540,107960.56564251194
1541,142660.77841313276
1542,127620.9239309812
1543,186842.87613350293
1544,80567.31938074296
1545,105955.6442688508
1546,147494.0001624641
1547,147591.32105917716
1548,124323.35021780245
1549,106861.04400350852
1550,135000.41200833675
1551,139693.4014796
1552,145784.55177299632
1553,148525.01207693713
1554,112754.32227821043
1555,162559.70053312834
1556,76609.02000747435
1557,88351.12716467632
1558,114327.00907745585
1559,63581.03646854684
1560,129406.39605980506
1561,139572.7680861177
1562,137306.4057675749
1563,112805.54792438727
1564,157998.13823593082
1565,138027.27530697035
1566,231365.39383538393
1567,77873.95910906466
1568,229184.84751130035
1569,135950.11549069034
1570,148466.35150940157
1571,109460.55008061137
1572,134533.00359233143
1573,242015.28401200566
1574,117577.45481170295
1575,215529.79784304556
1576,240535.61035072524
1577,200995.54943500878
1578,157080.9466308509
1579,119263.05443671765
1580,200264.04236498382
1581,162154.04187121196
1582,126389.61358365882
1583,283460.92281634593
1584,221659.72963692248
1585,153915.87330069998
1586,42399.909485904966
1587,101009.91013036855
1588,150519.48856442515
1589,88574.33415583055
1590,132019.75407233136
1591,71979.4799110652
1592,143741.8829266806
1593,123473.69994393503
1594,132910.08338497486
1595,115958.83917820407
1596,224126.4345311732
1597,169227.06751111336
1598,187222.1565690916
1599,191788.48083522217
1600,194826.93482288998
1601,37241.12622266216
1602,114406.90679671103
1603,89036.76582944114
1604,263059.85801778967
1605,248611.4842127706
1606,161577.96936335182
1607,166942.18120838143
1608,232974.1480236845
1609,194843.08965285402
1610,149355.30543423304
1611,147337.6742580682
1612,190994.84928691015
1613,166819.20512641687
1614,128461.96307194652
1615,69559.18165688356
1616,52844.9737473228
1617,70926.72564738058
1618,109807.48969247937
1619,149802.74493498774
1620,172598.90952992486
1621,127813.7436528164
1622,150702.48294258444
1623,254066.01042020088
1624,216954.39036685508
1625,125453.54001875827
1626,186091.00318030082
1627,181526.58631820139
1628,272813.81288896315
1629,176347.77196174627
1630,311230.4001414557
1631,207200.06600789726
1632,225324.6791767166
1633,182961.0136286798
1634,193780.67399885366
1635,194393.1130142454
1636,166175.14607866993
1637,187025.92636565212
1638,202490.290147
1639,173983.5885961312
1640,250539.36773210112
1641,181999.359788544
1642,257891.45386673883
1643,224688.89020406594
1644,235355.94041751605
1645,218054.8727364526
1646,174292.32094520004
1647,164977.8139645164
1648,129526.89649418881
1649,147672.46774453064
1650,99212.16605467442
1651,110130.80068836501
1652,110507.80149188451
1653,106994.58868425898
1654,150042.97080323938
1655,153416.13647665596
1656,143149.9028269304
1657,148223.79721907713
1658,153918.38142285543
1659,115058.50589154474
1660,151246.43080556858
1661,413077.99296173034
1662,332005.900335948
1663,365771.8216011089
1664,425910.762187995
1665,320479.94467494497
1666,298199.5343650193
1667,339308.8547244377
1668,352608.7189431498
1669,314837.66426615184
1670,338431.51615850185
1671,259113.50257012714
1672,376401.27304100315
1673,286071.42268010136
1674,254133.34179974115
1675,214444.18050523428
1676,212517.5355068855
1677,214708.0409585014
1678,407606.2017869053
1679,337289.5705272823
1680,315726.53107237886
1681,283739.8293560287
1682,290936.245479167
1683,197824.6046336228
1684,202938.6294021746
1685,202180.07950471016
1686,184950.7712624604
1687,188121.58078940678
1688,206275.13869729917
1689,212166.1549781491
1690,222416.7401246
1691,208395.28015353717
1692,276487.23171661096
1693,191371.2746376656
1694,187491.33589704707
1695,166851.92008774308
1696,259478.55587802315
1697,164537.39170485735
1698,295295.0274801259
1699,324179.51207106654
1700,235622.29074953217
1701,267411.7692623567
1702,255361.47868367145
1703,250483.88294089818
1704,281670.5615530163
1705,281141.34461289877
1706,394762.81681823963
1707,217973.84579734923
1708,208867.29938806454
1709,269760.99623540044
1710,239426.82388648717
1711,288935.1512358547
1712,256197.72470035916
1713,265393.203524488
1714,221287.36410254473
1715,211223.2547416389
1716,181857.7771507036
1717,191200.24627797166
1718,133945.27836104203
1719,213262.64126984868
1720,260437.0895296624
1721,180337.52165111247
1722,128197.71772429626
1723,166437.8302489631
1724,213407.6081398176
1725,239832.48032617988
1726,194591.9339552396
1727,157496.4925738615
1728,206923.06218410982
1729,162939.33052370464
1730,169634.35693216603
1731,137695.32903391682
1732,123400.14307577536
1733,104446.28761018254
1734,115864.47682707058
1735,156323.1894591609
1736,106476.01556809573
1737,274165.1100676106
1738,226624.60252453852
1739,248354.33896606788
1740,208577.01628708327
1741,195921.48572037835
1742,175994.9059697683
1743,191679.13272657432
1744,305695.85655457526
1745,215069.29766681138
1746,189925.89682975877
1747,217980.65399917588
1748,206631.92718891613
1749,165896.39488804247
1750,134081.1070250771
1751,251320.76991552953
1752,111091.18364070263
1753,146068.71089861542
1754,184471.9753207746
1755,180437.3093187958
1756,122323.76622966584
1757,110775.60500938585
1758,148174.2814307646
1759,158740.7349214945
1760,162560.827390288
1761,146639.10545191588
1762,173322.05526268575
1763,177795.32965109916
1764,105682.6980697508
1765,164622.00986288534
1766,167717.30843213992
1767,210694.4097820525
1768,137473.33148862282
1769,176920.99165484775
1770,177016.74479691172
1771,100577.41224269709
1772,134557.4305427326
1773,122712.1075452948
1774,146837.5367426793
1775,146689.88635664713
1776,121125.52086389391
1777,113611.79612558894
1778,147431.95365369925
1779,132671.81056572124
1780,184184.41721948702
1781,119461.90513511468
1782,66304.64535422623
1783,139615.6325599854
1784,107842.27343203546
1785,131598.21517244214
1786,142314.85252084723
1787,174429.7953775935
1788,72643.53954987042
1789,102505.1581357508
1790,57560.3495317623
1791,217222.95256049326
1792,143364.21913767327
1793,146810.42993240478
1794,179756.89477497758
1795,129204.426481097
1796,145717.7707266938
1797,115131.38257389655
1798,115216.19266926032
1799,100538.52053125249
1800,131285.69646978006
1801,109782.34697608138
1802,130347.61229719734
1803,155609.29858460696
1804,139996.05115319556
1805,151332.5959672872
1806,136099.3367497092
1807,169916.69420687715
1808,132844.05716358218
1809,118649.8001521295
1810,139129.82919183513
1811,118656.39603392314
1812,114092.93656751793
1813,124033.95458033541
1814,103954.32383256871
1815,41469.082346842624
1816,119893.95996335382
1817,139000.16604778124
1818,181306.78448507516
1819,150536.835078747
1820,63559.26827692194
1821,129683.2827941319
1822,163936.01896720612
1823,56388.33806501515
1824,132412.3231562525
1825,134420.86078723287
1826,104575.94823989738
1827,79371.4019492236
1828,121877.20694275852
1829,152763.42020560754
1830,156381.03974577505
1831,153001.1023714547
1832,93802.72664275067
1833,153944.28954839706
1834,132641.1464998084
1835,131911.90341084776
1836,115240.01058641775
1837,78084.99886780325
1838,112500.79657219956
1839,125917.30387453362
1840,137560.60283832438
1841,125828.64986692043
1842,96577.23786734417
1843,124342.64432344912
1844,134242.72226946056
1845,132713.7472750526
1846,139062.70540283807
1847,154163.22287114244
1848,39804.166252026334
1849,112926.15765060112
1850,115853.92253292957
1851,159039.78619203065
1852,128901.356755652
1853,137996.72888218984
1854,177056.79171747388
1855,161973.19570001215
1856,228692.896068146
1857,150920.49686051905
1858,136319.2731847237
1859,126363.97270690417
1860,155432.47705347463
1861,125701.61478799954
1862,297733.55079936096
1863,296201.576281209
1864,296216.0510149095
1865,355373.8978492443
1866,352111.18025125633
1867,236984.4923271034
1868,307362.6693616938
1869,226239.30264524557
1870,230006.48454830702
1871,271422.1674772664
1872,196784.91923950147
1873,231252.70892597735
1874,130979.50269309198
1875,194070.86336782016
1876,186309.18053194415
1877,206135.70538116992
1878,203220.5181012638
1879,120240.45137190679
1880,128760.98938792059
1881,242394.6467270865
1882,249114.5220053927
1883,191781.02415599534
1884,199510.5969203161
1885,233132.09042094788
1886,283126.9734326615
1887,226201.26709806407
1888,257697.98618997913
1889,174640.36296225106
1890,104927.66989485268
1891,132143.08653368754
1892,83233.89877501363
1893,127764.97291913349
1894,108518.89718387323
1895,130002.97990023624
1896,124899.75764204329
1897,109870.76191983745
1898,117851.61430030037
1899,156308.97953148745
1900,129168.61007797718
1901,150117.0143282758
1902,112205.2152676289
1903,215050.55845926516
1904,137384.60197697068
1905,192896.73182043806
1906,158367.60251384368
1907,214050.8672112734
1908,101951.54268942634
1909,158784.5481200521
1910,125753.95093479194
1911,182168.12175334897
1912,286201.48502483405
1913,176890.7367203366
1914,56813.98051666608
1915,299818.9319930817
1916,36885.55257615214
1917,249368.24681397947
1918,136108.76597394003
1919,183800.77584901638
1920,152484.46816362394
1921,369403.12869361206
1922,331834.31747704535
1923,223050.63871182734
1924,219523.62529855827
1925,212576.21191511583
1926,370813.9124223243
1927,132933.9805913763
1928,165259.1944213314
1929,108335.900261126
1930,131493.5011747121
1931,149845.0666073719
1932,145057.68923417013
1933,168768.3581191129
1934,171299.38657105807
1935,173325.04369254084
1936,184271.7008009199
1937,182372.9207863072
1938,193745.24682417512
1939,237857.06912250305
1940,194938.74121139664
1941,169621.33241332322
1942,201837.17510182317
1943,213131.9352170485
1944,329732.95404414134
1945,357466.3338088833
1946,160757.0983710424
1947,308409.39295021724
1948,178977.00009711552
1949,256868.8404144952
1950,198737.36651749862
1951,274174.3607722586
1952,221684.92244073283
1953,209795.068718886
1954,187621.9083503224
1955,122953.39902010141
1956,314732.5007938291
1957,154123.82169872383
1958,287850.3104072558
1959,141068.99375512265
1960,98281.57908266177
1961,129799.22498527076
1962,93041.95900067082
1963,104172.22265619691
1964,101084.99051956134
1965,149451.33396513015
1966,146206.84810358426
1967,287391.61394721223
1968,371174.8491526833
1969,353505.45633213525
1970,338693.0588322601
1971,409421.0800336469
1972,347845.1427933434
1973,305874.77068662597
1974,320982.4142580093
1975,416528.65229396475
1976,268326.82767188735
1977,333041.9964720912
1978,299072.1989712431
1979,320205.8719516357
1980,195538.2696788828
1981,332234.5132786408
1982,225450.34913865663
1983,215035.17907893052
1984,190595.48383249762
1985,214495.4250371093
1986,217269.2869112161
1987,195273.45395810856
1988,194708.68197618471
1989,209307.75949382037
1990,226005.36045119772
1991,226643.75190247688
1992,239700.46066707885
1993,193240.5495065269
1994,228423.51243219385
1995,182720.46049678186
1996,286081.55213300465
1997,306794.36077321274
1998,271249.4026872078
1999,284389.3641826371
2000,293657.887977459
2001,302435.07765686885
2002,259419.36144915642
2003,267245.73863262543
2004,297954.18037438067
2005,248919.66751898453
2006,218682.80336561892
2007,257224.17528707767
2008,230108.9194874321
2009,212425.10805149004
2010,218257.5011180411
2011,149441.67379237246
2012,191315.2457772568
2013,183201.8275512308
2014,200278.47983514098
2015,216056.58068899997
2016,205700.19614768866
2017,209374.30321249692
2018,127686.1459085769
2019,137099.81974291755
2020,77641.92581666121
2021,93306.19216423063
2022,187966.43674718682
2023,153589.70019362774
2024,276353.9662925061
2025,332123.07942607417
2026,186094.16922505805
2027,163617.7595655718
2028,150321.8551035081
2029,171958.0734920716
2030,269498.6870477791
2031,248502.26005857112
2032,268934.1807439672
2033,260300.49363761488
2034,176214.5630012406
2035,212754.42234479776
2036,220929.8889560965
2037,221410.79980443604
2038,323158.1532877693
2039,233409.8635030873
2040,336398.74409095035
2041,298139.9522815859
2042,203394.42333583487
2043,160712.74854646204
2044,170164.7345016254
2045,217614.23379725078
2046,127967.78613537503
2047,132237.7567767175
2048,153304.03916920023
2049,135040.36350225937
2050,181908.09561919374
2051,113546.29326597461
2052,106938.1014776649
2053,147970.96434479533
2054,77427.19421235053
2055,165740.66819807887
2056,166417.8402816886
2057,105912.19743117457
2058,219647.96182930237
2059,134411.26986723952
2060,171526.42250237195
2061,163239.28872278705
2062,112317.52413557982
2063,123872.6420961041
2064,116328.49866177421
2065,116807.10751195671
2066,177302.5266295229
2067,123441.7582781422
2068,128620.89984195959
2069,80043.78251995891
2070,106146.95430583693
2071,87074.12108254991
2072,156936.6021294971
2073,135490.02287614625
2074,180843.34539207723
2075,141486.33913954068
2076,123081.55396835133
2077,158507.9071624386
2078,119155.5124702719
2079,144805.24994066404
2080,113409.6255629696
2081,120578.25715185516
2082,114965.6835486656
2083,141698.17995085334
2084,95716.08986704191
2085,105720.59259335883
2086,130043.06197920535
2087,125538.8424887252
2088,95765.034557743
2089,90903.15909445938
2090,137524.0986499847
2091,88578.14340524934
2092,136343.26643666485
2093,160831.30475295894
2094,134014.88621963188
2095,142411.26203679433
2096,90863.24916026043
2097,114953.13740415033
2098,142199.09930991288
2099,13787.620854948182
2100,51937.41922378773
2101,123363.50303917332
2102,142689.6561659081
2103,98326.61950269062
2104,141295.68938614987
2105,151494.1882512411
2106,52758.77724034106
2107,205774.4667273471
2108,129171.86624591378
2109,95878.76852622116
2110,120506.62922543148
2111,153132.29778243415
2112,125553.98781022802
2113,125365.33386546466
2114,117052.38361136103
2115,162555.51891239267
2116,111832.47962337825
2117,136187.96246409137
2118,129274.0594458771
2119,107937.49912837474
2120,138776.1526057208
2121,61567.12413119199
2122,101068.44808036368
2123,91962.55093428679
2124,165629.64927984728
2125,137393.2782022804
2126,156316.95097239641
2127,161490.9422072447
2128,152352.3684133147
2129,116287.58774819132
2130,111451.82708720723
2131,153503.70671503711
2132,123210.72587961238
2133,121998.69095166912
2134,138575.7763739871
2135,121086.84697049484
2136,54747.59156591399
2137,95938.2138720951
2138,146855.86801581224
2139,159711.05521712126
2140,151384.35516240355
2141,155303.01785590453
2142,128874.06948778126
2143,145761.19240366435
2144,99999.55515940906
2145,140974.7224484086
2146,163959.36316253617
2147,143937.27790567838
2148,157676.52634683345
2149,169375.5833074171
2150,226340.5791639574
2151,137918.1338187633
2152,181177.6878670766
2153,161204.14889381267
2154,99857.6013751356
2155,132530.4950160873
2156,245648.76404197933
2157,237073.76496315887
2158,241233.57490452798
2159,226606.54421054805
2160,194318.60485431924
2161,262492.34869448
2162,337141.7339402996
2163,376695.9850497891
2164,246689.74630469084
2165,211980.13558151666
2166,142138.01303735143
2167,207139.49288292695
2168,190791.6530421069
2169,198758.93091005972
2170,207142.8741206308
2171,157316.98703157296
2172,136658.9084472875
2173,157027.28600766836
2174,225313.91842977516
2175,264546.21376724355
2176,289651.11429022206
2177,238450.3315892783
2178,225457.47055156063
2179,143397.59957769373
2180,191689.574148227
2181,207658.73060903186
2182,228051.4226265028
2183,207010.86014673626
2184,102475.96219623275
2185,126300.24678767333
2186,153540.90776661178
2187,171364.65310378186
2188,169974.88479392743
2189,299454.12803062703
2190,73084.21683279984
2191,55923.32711133547
2192,62201.69519342249
2193,120381.61210110923
2194,108277.35186987091
2195,100514.47035186505
2196,104736.66812332487
2197,117977.12572807027
2198,168972.17356658448
2199,200648.66508781305
2200,136066.92142725596
2201,138601.82739159558
2202,227606.34632656397
2203,130433.44701793185
2204,151781.8329673512
2205,97125.29013659433
2206,116289.34204427851
2207,204083.04620928084
2208,241814.66305651283
2209,192879.71083858097
2210,119327.84536395548
2211,120602.98310278822
2212,131581.22424887307
2213,109366.34147095913
2214,152479.34182603797
2215,93024.33214099007
2216,145977.56208268646
2217,79851.06066376343
2218,78371.25428387243
2219,82749.01039589196
2220,93275.00664288318
2221,302271.58920600265
2222,270045.95041284943
2223,300482.63071636995
2224,224538.13372390997
2225,124434.42505586334
2226,173895.6928326236
2227,226052.85531204753
2228,301011.81118652644
2229,247392.08695125626
2230,140207.19157749927
2231,231498.79574043164
2232,185404.6442523878
2233,201581.79618893424
2234,274324.90727379126
2235,241092.98489072686
2236,260941.71288577188
2237,317171.04428412067
2238,204329.05206762673
2239,95128.65086062858
2240,172322.44805606874
2241,135653.05050276686
2242,120514.93264288036
2243,129047.26489672018
2244,105544.21177172195
2245,96002.22349367896
2246,147598.07546039252
2247,120305.20591481589
2248,107517.33035703236
2249,126017.42269968055
2250,131199.97038276587
2251,103428.1749339453
2252,182083.91317897942
2253,158239.7621555482
2254,170465.93274191348
2255,186364.0298642288
2256,193169.11812422937
2257,198608.3888427033
2258,177856.50233527832
2259,178217.5150196422
2260,144287.8071131385
2261,200300.9823405235
2262,210563.5340071004
2263,353307.4381274225
2264,402815.78286403697
2265,145036.90096406825
2266,284205.45032231556
2267,325670.83446252486
2268,379528.8808645399
2269,164956.62186857825
2270,212024.9977201908
2271,227679.71640855353
2272,268819.798944355
2273,175615.18989891466
2274,182349.0478097666
2275,169248.54756861646
2276,202793.38643344073
2277,191718.8562862957
2278,147410.00940381177
2279,138883.37937686872
2280,103532.42923494149
2281,176957.17087529087
2282,190710.99900820618
2283,117719.59379028901
2284,129790.82868324779
2285,134472.71326141898
2286,119144.78394345194
2287,359490.3659355005
2288,285829.0181600475
2289,292843.3177948785
2290,379090.24108101754
2291,319377.2612107217
2292,380082.8947228652
2293,404512.8303694178
2294,339697.4834906331
